40010495	92051
40010199	92203
50000014	92359
40010416	93971
40010185	97212
40010417	102110
40010275	102626
40010188	103652
40010432	103885
40010629	104108
40010331	106258
40010111	106377
40010326	109135
40010013	110628
50000120	110664
40010006	113153
40010174	113611
40010226	114207
40010016	114256
40010246	117064
50000031	119588
40010245	121272
90000004	121804
10070002	123004
10030001	123302
40010299	123918
10070024	124707
50000059	125229
40010418	127666
50000013	128787
40010225	132257
40010232	133157
40010167	133255
40010177	134142
30020019	134853
40010209	136082
50000015	138321
40010319	141578
40010270	142845
40010138	143058
30020015	143584
40010631	146201
40010414	146965
40010007	151360
50000038	154032
40010261	154496
40010337	154967
50000029	159245
40010295	159593
10030011	161308
40010444	161763
40010254	163638
40010178	169130
40010235	170560
40010250	171865
40010011	173323
40010510	173865
40010092	177544
40010294	179561
40010403	180313
50000041	180568
40010121	181093
50000091	181753
40010561	184544
10020001	185726
40010549	187074
30020014	189534
40010450	192458
40010266	193034
20010023	193613
40010611	193776
10070003	194063
40010349	194805
40010026	194908
40010362	195049
40010525	197244
40010411	199300
40010033	199584
50000016	200802
40010307	203468
40010347	205610
10040003	209237
40010399	209732
20010016	212746
40010637	213882
40010400	216739
40010431	222452
40010023	225116
40040011	225251
50000116	227123
40010018	231127
40010070	232511
40010426	237044
40010545	239884
40010015	240731
40010025	242854
40040012	246899
90000003	248889
40010320	251151
40010191	254210
50000018	255771
40010239	260203
40010097	260211
40010359	260423
40010552	262581
50000039	263922
30040004	264682
40010205	266487
30020018	268901
50000127	270064
40010405	271160
40010060	274622
30020010	275588
10070016	276126
40010408	278647
40010603	280156
40010489	283584
40010494	286102
40010569	287759
10070022	299167
40040010	299600
40010251	301490
40010419	301877
50000124	306843
40010229	311142
40040005	312381
40010210	314953
40010610	320761
40010172	322166
10070012	326215
40010074	331129
10070021	333587
40010415	333645
40010396	334101
50000076	340652
40010272	342759
30040006	346872
40010040	353687
40010641	356737
10070023	356950
40010071	368924
40010072	368924
40010073	368924
50000071	369088
40010233	373847
50000112	379528
40010555	383768
50000097	384265
40010022	384383
40010328	385655
50000007	386264
40010046	390181
50000022	395425
40010123	395447
40010019	397931
90000002	405444
40010540	412581
50000087	413297
40010333	413390
40010168	416264
50000115	424696
40010395	425640
10070017	430962
40010453	433076
40010358	433267
40010276	435780
40010471	436098
50000032	437549
40010573	442677
20010009	443451
50000089	449983
40010119	451247
30040007	457174
40010008	457643
40040009	463484
10030002	466475
30020003	467762
40040004	468254
40010522	470748
40010636	471926
40010530	472818
40010083	473908
40010594	482986
40010590	491512
40010030	492720
10030016	498535
40010043	502633
10050002	503310
40010166	512597
50000107	518658
40010626	518967
40010106	522328
40040003	532361
40010267	532477
40010564	534578
50000128	535284
40010486	535650
40010054	538257
40010082	538270
40010621	544545
40010537	549317
40010037	553913
50000104	556977
40010135	558817
40010263	566444
40010576	570963
40010560	572538
40010548	578668
40010521	579463
40010257	584490
40010602	587297
10070005	599887
40010193	603730
40010302	611361
40010055	625552
40010509	625554
40010171	626975
10020002	627783
40010425	628343
50000002	633900
40040002	634344
40010017	640319
50000009	641751
40010443	655785
40010064	662255
40040008	662402
40010644	664297
40010290	675434
40010151	686321
40010609	688939
50000019	689735
50000017	697754
10040002	700028
40010087	702422
50000037	704506
40040006	705000
40010284	705858
10070004	713169
10030018	716836
40010485	717006
40010067	717866
40010056	718874
40010378	719091
40010091	720601
10030017	720629
40010208	737940
40010501	746075
40010094	746958
10030015	752197
50000053	753307
40010116	767416
40010452	772799
40010524	775488
40010045	782562
40010447	783994
40010134	788051
50000026	788355
50000008	795482
40010042	805138
40010351	807185
40010206	829440
50000020	831169
10070010	835695
40010020	849761
40010497	850438
40010638	858002
50000003	858136
40010429	861475
40010207	870150
40010476	870460
40010024	872522
40010563	884427
40010488	886752
10070009	892521
50000108	895583
50000033	898218
50000092	903872
40010273	909282
10030012	911562
10030013	921025
40010456	922996
40010551	929480
40010158	936410
90000006	936499
10040001	947355
10070018	965095
50000030	970828
40010115	972835
10030004	989588
50000006	1006992
30030002	1007321
40010554	1012807
40010095	1013664
10070020	1016871
10070006	1025419
40010459	1033122
40010301	1034133
10050003	1040947
30040001	1045605
50000141	1052018
40010449	1054597
40010498	1072122
40010010	1073179
40010593	1081734
10030014	1091914
40010348	1097774
10070011	1106810
40010346	1124032
40010620	1128390
40010269	1132689
40010080	1138488
40010004	1145627
40010077	1166221
40010582	1170062
40010401	1176245
40010179	1177340
40010470	1199986
40010536	1200325
50000027	1230819
40010515	1244384
50000094	1250964
50000034	1260340
50000021	1299522
40010098	1332032
50000044	1343689
40010059	1344517
10030003	1345303
40010028	1361440
40010608	1373189
40010394	1375944
10030007	1380811
40010078	1388974
40010228	1403267
90000057	1424853
40010012	1450527
10030005	1451627
20010033	1469244
40010182	1484320
20010015	1492999
40010539	1508889
40010579	1520251
50000096	1573347
40010428	1579560
40010148	1613404
40010103	1620041
40010089	1637042
40040007	1646959
40010581	1670847
40010619	1676225
40010484	1710068
40010088	1711194
10030006	1726609
40010462	1732958
40010268	1741200
50000131	1756317
40010100	1808885
40010507	1827025
40010458	1829304
50000135	1853118
10020007	1879346
10020004	1910613
10070019	1911743
40010575	1919932
40010558	1920859
40010506	1923009
40010434	1928100
50000125	1933396
40010085	1947935
40010039	1958174
10030008	1959846
50000098	1961227
50000109	1976170
50000110	2006062
40010184	2036932
40010500	2063397
40010093	2083295
40010430	2093841
10030009	2099860
40010058	2105396
50000106	2223391
40010066	2228992
10020003	2256867
40010291	2337145
10060001	2344863
40010005	2370480
50000005	2379651
40010518	2400046
40010442	2420305
50000012	2425063
40010585	2430635
40010096	2446069
40010034	2459530
40010544	2470520
10020006	2478806
40010589	2485317
50000047	2514697
40010568	2526207
10020005	2543541
50000095	2572371
40010493	2678467
10020008	2680475
40010424	2715290
30030004	2719009
50000025	2719435
40010482	2733401
40010292	2736406
10070008	2776693
40010090	2812005
10020009	2816696
40010601	2829768
40010547	2832369
40010578	2839330
40010300	2863372
40010503	2880146
40010562	2881315
40010157	2908175
40010520	2919559
40010588	2940887
10070007	2949647
40010480	2951838
30030014	2954792
40010003	3002901
40010587	3057958
40010600	3094152
40010550	3112085
30040003	3133503
40010584	3163284
40010160	3182018
40010132	3185053
40010038	3230968
40010146	3283364
40010557	3294467
40010542	3310096
40010448	3353976
40010107	3383540
20010020	3443186
40010014	3456046
40010455	3484392
40010061	3494022
40010529	3513145
40010029	3531707
50000113	3585370
40010469	3609840
50000132	3639621
40010543	3665363
40010241	3683926
20010022	3689038
50000133	3697316
40010255	3739656
30030013	3758535
40010242	3804364
40010041	3887482
40010253	3895770
50000114	3912287
40010176	3915993
50000068	3974571
50000123	4051813
40010475	4070286
40010559	4101896
40010032	4144415
40010508	4162414
40010262	4169098
40010628	4186115
50000100	4265106
40010350	4270209
40010238	4338788
50000063	4404717
50000139	4405669
50000077	4440647
40010572	4450083
50000102	4469931
40010461	4628269
40010117	4683661
40010445	4713417
40010487	4723644
30030008	4775461
40010496	4781471
40010165	4792797
40010468	4844903
40010180	4918290
40010288	4942952
40010137	4992943
40010183	5003452
40010533	5141148
40010535	5261928
40010523	5277891
20010035	5422873
40010324	5425027
40010125	5545373
40010109	5587601
30030009	5615660
40010441	5662056
40010057	5671929
40010514	5675591
40010606	5825488
40010580	5904735
40010553	6030597
10010001	6046232
40010265	6084301
40010086	6129148
40010517	6200869
30030016	6344714
40010154	6580117
40010044	6590383
40010607	6636862
40010505	6847733
40010440	6889226
40010451	7258814
40010583	7275535
40010481	7376337
40010467	7496973
40010289	7540045
40010586	7701534
40010099	7877703
20010010	7932846
30030017	8010867
50000126	8017759
40010599	8085882
40010140	8209447
50000103	8234860
40010465	8453840
50000117	8571610
40010457	8692882
40010502	8756706
50000119	8761168
40010474	8777440
40010577	8778028
40010592	8811326
50000142	8865582
40010303	8900124
40010492	9248637
40010479	9540908
40010114	9589984
40010541	9732000
50000066	9839668
40010413	9849696
40010605	9962632
40010438	9984621
40010110	9997409
50000111	10130387
40010574	10151157
50000093	10498783
40010532	10665805
40010236	10772582
40010473	10795076
40010499	10891782
40010433	11162937
40010427	11176401
50000062	11292199
40010454	11425887
40040001	11447628
40010491	11616309
50000121	11688686
30040002	11894771
50000137	11996578
40010009	12030292
50000105	12527980
40010113	12542579
50000099	12885908
40010112	12974702
40010258	13195532
40010156	13224816
40010129	13301973
40010237	13302749
50000067	13344577
40010128	13545502
40010379	13804843
50000122	13915255
20010037	13951982
40010439	14146042
40010065	14272447
40010122	14290404
30020007	14418600
40010144	14522708
50000088	15054895
50000083	15126047
40010234	15393832
40010466	15500377
40010141	15536090
40010464	15568120
40010513	15913773
30030001	15948118
40010120	16103982
50000090	16502094
50000084	16876790
40010512	16917053
40010142	17027323
40010437	17306828
50000138	17334344
20010002	17344997
40010159	17583258
40010163	17875704
50000118	18552823
40010422	18579611
40010130	18736244
40010118	18871715
40010490	19029126
20010039	20085745
40010567	20282882
40010566	20546652
40010101	20559866
40010421	20661871
40010124	20781804
50000134	21943596
40010153	22304606
50000085	22808851
30030011	22913960
40010271	23110554
40010127	23118465
40010133	23124212
40010256	23594049
20010005	23736609
40010155	24433077
20010007	24531721
20010040	24774227
50000065	26101847
50000082	26247069
20010012	26537543
20010034	27080772
40010131	27122752
30030006	27953563
40010556	28050788
50000080	28196918
40010571	28802684
40010161	29381004
50000078	29856900
40010164	30447591
40010402	31110003
10010002	32060072
20010029	32091641
40010472	33606238
40010352	33986764
40010538	34189158
40010139	34260158
50000000	34483491
50000064	35243722
40010355	35357438
30030015	36523343
40010126	36609093
40010423	36621250
40010622	36905953
40010181	37043935
40010478	37044787
40010021	37849166
40010446	38415097
40010369	38586246
40010604	41117746
50000081	41477547
40010527	43911696
40010136	43948248
20010019	44597999
50000086	45080588
40010105	48214175
40010528	49587863
50000058	50837348
50000079	52998258
40010460	54048870
40010412	54897380
20010025	55455000
40010596	55672941
30030005	55747898
40010598	56291634
40010463	59103240
40010152	60704799
30030010	62047640
20010008	62322856
40010565	63245970
40010353	63951728
20010014	64518011
20010032	66632530
40010436	66818274
40010511	70305169
40010293	70612606
20010011	79254991
20010018	80968054
40010597	84707788
20010021	88804249
20010028	91824133
20010013	94492362
40010595	107284911
40010526	112251997
40010062	130261583
20010026	134761597
40010079	137727923
40010162	147082518
20010027	167651399
20010038	195408440
40010377	247607159
40010287	263103874
40010357	295475976
40010108	338702986
20010001	338810315
20010024	340269138
40010624	407428647
20010017	508515914
20010036	584809255
20010006	891072920
40010420	951700908
20010031	1048135778
